code,num
C1072,716.0333692246894
C1128,1321.856839908058
C1456,466.54870133915796
C1840,461.3414939757814
C1332,1197.8279149668354
C1563,2051.036351550432
C1794,1053.1953384739022
C1640,547.4113480185629
C1377,220.54363935965793
C2072,254.50353812706072
C1472,468.1029023780685
C1006,192.203872973429
C1083,429.5433803938001
C1311,228.07922187466613
C2676,237.49718096370538
C2318,210.3672198876618
C1603,513.6734243826329
C2523,376.8703514168606
C2177,151.04915625130621
C2411,649.3121414641217
C2033,196.40049856308644
C1604,362.33818657522045
C2535,446.3153457153333
C1040,402.2956739202109
C2417,413.5565846501132
C1812,111.0041602895804
C2253,127.5148490376049
C1294,584.1122398551345
C1772,495.6307041842168
C2646,499.32566455258416
C1152,991.3708781095227
C2423,158.12198212808713
C1844,492.2728750689363
C1318,197.68705054651264
C1729,127.73568851041486
C1602,317.4510865911401
C1239,378.97348854332716
C1721,572.869462429311
C1902,797.8464344824521
C1855,257.2654918934876
C2600,379.288196182412
C1071,503.0907373830231
C2295,499.0661156215344
C1621,608.4925205548033
C1852,894.3885554165802
C2555,1394.6457656716498
C1297,466.7944474590802
C2323,616.7295757234092
C2215,386.0523878275066
C2112,380.7068072040501
C1830,759.1787714444463
C2602,254.6314711202087
C2608,937.8681302808697
C1215,566.1461685326724
C2369,636.9693255293037
C1158,228.25669964411122
C1887,682.8800294212382
C1189,230.99596500068722
C1637,408.3511724562893
C1225,186.7825419442749
C2374,318.54617486918244
C2397,597.3128327604068
C1105,957.330018963215
C1782,444.84221173684864
C1629,225.66046996703017
C1708,266.99488109658756
C2144,491.6118355049213
C1617,755.6977248811677
C1149,507.6856091612173
C1323,388.9757987320124
C1064,623.3184919485061
C1019,260.70698846123105
C2269,582.1929443311653
C1416,919.1111405969352
C1250,995.853321544683
C1741,441.24381647850316
C1016,604.7298365196901
C2675,
C2436,651.132004845654
C2039,925.2722080417234
C1253,828.7547047077118
C2028,1183.9208371078648
C1166,315.8017528266302
C1135,215.73410353989817
C1216,287.14169339627625
C1593,197.28478089994462
C1826,193.58969879967339
C1827,388.24805741724623
C1564,286.9507183527111
C1495,859.0043479847558
C2653,883.4711476054689
C1392,697.7821140805544
C2128,287.2146674195691
C1282,555.3351080333297
C1521,1113.783269199053
C2076,887.7806235221327
C1060,607.5125801269569
C2473,1142.9070063944657
C2557,684.3303774031648
C1835,802.1613243903636
C2224,611.6161981138125
C2222,384.2303208796169
C2430,748.8011380027089
C2497,700.2439245071688
C1494,1063.586654335077
C1457,546.2036617923302
C1525,1185.0907547710806
C1712,667.0269614331158
C2267,923.033721226534
C1623,307.83022355099354
C2131,596.490363379756
C2691,1101.6217465968907
C1147,730.7887999461875
C1692,1015.9263040981475
C1570,837.216590859775
C1474,120.6367250433116
C1633,133.98541928283944
C2113,551.3386129876392
C2175,931.9824353392968
C2303,1629.6207583534767
C2547,520.6223378711209
C2292,665.6124718620939
C1496,817.2187929529457
C1289,304.86478084994127
C1849,629.0590981309275
C1003,199.21836574066816
C2268,342.7843949891592
C2551,482.1529825460776
C2688,75.77261520899398
C1030,30.61830101776173
C1327,
C2451,614.8126087703696
C1749,428.1940639293197
C1349,267.0177805120924
C2043,214.54483506621685
C1229,239.08403385737944
C2363,443.3625466585307
C1414,375.08115444035053
C2174,383.5862632959183
C2091,97.45583939183976
C2335,
C1841,49.80320863633864
C2404,114.16347847695152
C1683,167.12530862523363
C1038,314.71707985815476
C2456,238.8356929861717
C1266,410.687234060587
C2152,25.05348192814549
C1267,338.5344342857836
C2189,164.1110033672647
