code,num
C1072,717.767977482952
C1128,1319.041097038631
C1456,497.57382499302565
C1840,472.7636932246233
C1332,1194.7556237921876
C1563,2051.8368042312795
C1794,1041.257121751179
C1640,547.0272114417965
C1377,224.57010988080378
C2072,252.3425324672562
C1472,460.1137049592617
C1006,196.58519788275876
C1083,408.8174154414411
C1311,232.7833622463949
C2676,225.38091920166787
C2318,216.18869881074212
C1603,488.42354585884414
C2523,369.69505019181236
C2177,151.0215312535149
C2411,628.7859108712777
C2033,188.61147726570272
C1604,352.7126451312518
C2535,453.5137014985045
C1040,397.91384152750004
C2417,430.85914150346434
C1812,102.59364361421808
C2253,121.31172991455611
C1294,589.1547505045131
C1772,490.04827747658544
C2646,525.4003057532378
C1152,960.6339416878626
C2423,159.94124756869076
C1844,496.1960091547099
C1318,204.21230940832106
C1729,128.48372726419578
C1602,322.1944771118748
C1239,387.51199830930625
C1721,570.4844302564622
C1902,801.3641152937809
C1855,255.64416553615908
C2600,374.81759136504496
C1071,509.6905380968806
C2295,497.17827593023947
C1621,609.3098180841648
C1852,892.2076722933311
C2555,1405.5170810489087
C1297,462.6817140099233
C2323,616.0810750206492
C2215,390.2710426300948
C2112,387.1361806379818
C1830,767.903947424493
C2602,255.83686280316059
C2608,948.2022697898574
C1215,569.7417405897163
C2369,610.3468355468759
C1158,237.84818409480215
C1887,683.714354279481
C1189,224.1133828226457
C1637,415.02655253517236
C1225,187.5796594117415
C2374,327.6497074757279
C2397,576.3692245711361
C1105,945.4086419214256
C1782,442.47880978500154
C1629,224.48626130720618
C1708,267.88832471732974
C2144,497.7581145243089
C1617,737.854040824505
C1149,506.17900970919743
C1323,395.67740234469727
C1064,636.2616938784955
C1019,261.6437523433332
C2269,582.8391671421593
C1416,903.7486303516416
C1250,979.0103732673432
C1741,438.54266349025335
C1016,601.0458221909165
C2675,
C2436,633.6461142137134
C2039,921.1690945779018
C1253,860.2622170888633
C2028,1142.2163708517458
C1166,302.9534150582473
C1135,218.0476609637417
C1216,288.39882529079205
C1593,199.9927785746977
C1826,200.90452634070317
C1827,396.77144886031164
C1564,295.89575306881903
C1495,845.6963106166199
C2653,874.845248371606
C1392,689.7415890095768
C2128,284.8683894877619
C1282,551.0249244439647
C1521,1086.6022783638855
C2076,872.0042178854085
C1060,610.3880576714312
C2473,1115.5020854422542
C2557,696.4486066541172
C1835,802.9509340597217
C2224,568.1599066050974
C2222,382.8498680369038
C2430,753.5194465650019
C2497,756.7808677879312
C1494,1134.9726352646337
C1457,556.6480928444394
C1525,1161.838834735076
C1712,671.4762614702261
C2267,915.8112552745691
C1623,301.1908488657953
C2131,591.9399682559228
C2691,1112.6453209460926
C1147,729.8184403685774
C1692,1006.8796740355837
C1570,839.9357756201401
C1474,122.51021899206809
C1633,140.99799686316044
C2113,532.1737749300227
C2175,889.4273600474996
C2303,1670.9570563755567
C2547,519.2174446262413
C2292,677.3263437758617
C1496,817.0050434344721
C1289,307.08452274031345
C1849,638.7191815040436
C1003,198.8558202445668
C2268,342.94877200510615
C2551,500.05922273596894
C2688,77.67890117566216
C1030,30.85592446995092
C1327,
C2451,595.9509494380763
C1749,412.710668559515
C1349,274.2232773317342
C2043,208.61890990428233
C1229,234.7542803813709
C2363,456.0797177874558
C1414,364.8591860315555
C2174,394.29965129454513
C2091,96.54724451267631
C2335,
C1841,50.38676423443931
C2404,115.49035854324546
C1683,163.10565160982566
C1038,324.7007980940854
C2456,237.5838894286626
C1266,416.9338812823969
C2152,25.905797993806274
C1267,340.6054076499422
C2189,174.20134719421486
