code,num
C1072,681.3039310623215
C1128,1245.1095131665586
C1456,600.4439348496139
C1840,560.3149108406836
C1332,1148.0098073273907
C1563,1530.535634918837
C1794,905.7519133921396
C1640,355.94218921832874
C1377,397.55061118935896
C2072,306.5488674157556
C1472,514.2719993179618
C1006,140.9096204146742
C1083,344.7456903301425
C1311,275.7752917809739
C2676,202.30361550531404
C2318,223.41821069980935
C1603,495.57320437501505
C2523,321.0402123151136
C2177,156.94340957994322
C2411,696.1195752779956
C2033,159.86358206275594
C1604,447.36775533203274
C2535,500.2994087710031
C1040,480.4906688894216
C2417,367.49859066094064
C1812,130.8377191599639
C2253,94.00361507659096
C1294,392.28008330526336
C1772,339.9681290536275
C2646,382.2416197205671
C1152,895.6514272703743
C2423,114.30700429980556
C1844,535.450572030362
C1318,218.95258352006934
C1729,84.36457559672539
C1602,277.0848317889028
C1239,408.1380417389861
C1721,548.4080034255172
C1902,821.6283531370894
C1855,311.5419826094925
C2600,500.72079436502065
C1071,381.71735096115765
C2295,449.72068512691794
C1621,565.9711277258883
C1852,708.3508382011385
C2555,827.9409587333528
C1297,446.507838160271
C2323,588.1107476276127
C2215,419.3286838785607
C2112,389.39268924775115
C1830,717.7498476800951
C2602,296.4408646385965
C2608,908.6649899711765
C1215,685.7673803978005
C2369,573.8634595483904
C1158,304.4446428441169
C1887,495.15114562664303
C1189,296.7865523067774
C1637,365.73528876649897
C1225,142.56574687661177
C2374,414.3779002124805
C2397,558.4471596630368
C1105,722.3417625157347
C1782,416.91403384621464
C1629,63.51591303394105
C1708,293.7672558184265
C2144,673.9458321861682
C1617,1068.2368703354641
C1149,572.8504771270389
C1323,530.4203244508534
C1064,773.5122655550931
C1019,305.6583883563059
C2269,621.9382475240018
C1416,786.9107411035428
C1250,756.4589876687679
C1741,387.0896572353433
C1016,697.0421321893143
C2436,516.9147918302149
C2039,875.1779602765488
C1253,878.1715254861923
C2028,929.0841476337118
C1166,287.7856313063709
C1135,209.30470642229005
C1216,327.1725614161913
C1593,225.20898273348067
C1826,258.0317229059933
C1827,442.625531297124
C1564,268.52090787734704
C1495,1117.8236473615639
C2653,863.3392522700568
C1392,506.4829510548772
C2128,329.5045621738966
C1282,636.8393007812683
C1521,1014.6878982509099
C2076,897.7313773374673
C1060,570.7589626602227
C2473,943.0418481999365
C2557,643.5221195238975
C1835,925.2653301358222
C2224,456.8524386277257
C2222,420.42447192336084
C2430,774.2442383068895
C2497,253.93371122314878
C1494,824.5896426621202
C1457,494.5090267136922
C1525,1052.8207362887333
C1712,502.1366437649285
C2267,1019.5211274752785
C1623,299.31817909728005
C2131,559.6603021149147
C2691,1288.9266170300564
C1147,613.7193724059255
C1692,995.4022342899428
C1570,979.1514847908747
C1474,125.34411827142156
C1633,185.63425082788422
C2113,455.99760789306777
C2175,843.7246755827347
C2303,1331.5529443230228
C2547,522.9597559477576
C2292,855.1825575854715
C1496,615.9540139616361
C1289,436.2226775193302
C1849,740.9132443038686
C1003,314.83608439516286
C2268,433.35517852072
C2551,453.3308236715772
C2688,34.76403930128466
C1030,22.54233479096719
C2451,555.4225292210116
C1749,461.78365349947086
C1349,239.19733822469567
C2043,216.40057848177335
C1229,231.66131019079765
C2363,460.2825525716235
C1414,402.80902538125355
C2174,436.8380579496402
C2091,138.12186270751644
C1841,68.73981636393825
C2404,137.19580768414983
C1683,173.08138621128668
C1038,322.78057294241074
C2456,255.83449010828588
C1266,413.79257249652676
C2152,25.9918248212954
C1267,399.86212523198736
C2189,253.44710885789726
C2675,0
C2335,0
C1327,0
