code,num
C1072,687.4475
C1128,1501.7311111111112
C1456,620.1144444444444
C1840,596.7475000000001
C1332,993.3899999999999
C1563,1263.5709090909093
C1794,943.83
C1640,388.53249999999997
C1377,365.512
C2072,310.66
C1472,488.332
C1006,220.67962962962972
C1083,405.5
C1311,361.84625
C2676,179.90999999999994
C2318,291.51
C1603,370.4625
C2523,351.52333333333337
C2177,204.48319999999995
C2411,825.826
C2033,147.57000000000005
C1604,450.32500000000005
C2535,519.635
C1040,523.375
C2417,435.43499999999995
C1812,130.17592592592592
C2253,102.68709677419356
C1294,431.07666666666665
C1772,337.66
C2646,413.71000000000004
C1152,1050.8366666666668
C2423,159.43
C1844,534.3366666666667
C1318,283.62
C1729,88.42280000000002
C1602,288.77000000000004
C1239,433.985
C1721,491.18833333333333
C1902,778.49
C1855,343.0525
C2600,478.242
C1071,399.06
C2295,456.858
C1621,514.7985714285714
C1852,725.5866666666666
C2555,839.5840000000001
C1297,437.158
C2323,542.32125
C2215,457.06999999999994
C2112,366.5233333333333
C1830,711.5011111111112
C2602,297.21750000000003
C2608,1007.9687499999999
C1215,681.5933333333334
C2369,605.77
C1158,301.31333333333333
C1887,500.555
C1189,310.735
C1637,370.115
C1225,147.67
C2374,415.7
C2397,559.7733333333333
C1105,789.913
C1782,426.68
C1629,139.51
C1708,336.93000000000006
C2144,657.7885714285715
C1617,1072.0449999999998
C1149,552.5040000000001
C1323,476.1785714285714
C1064,753.6800000000001
C1019,330.9275
C2269,594.192
C1416,794.4242857142857
C1250,745.1566666666668
C1741,461.3066666666667
C1016,719.5875
C2436,577.48
C2039,886.9266666666667
C1253,885.4733333333334
C2028,998.0719999999999
C1166,295.28499999999997
C1135,220.98625000000004
C1216,323.82666666666665
C1593,257.885
C1826,253.82000000000002
C1827,429.602
C1564,271.91428571428565
C1495,1120.624
C2653,865.7550000000001
C1392,556.34
C2128,323.9375
C1282,676.755
C1521,990.7433333333332
C2076,990.8766666666667
C1060,556.9928571428571
C2473,1000.1908333333332
C2557,728.8014285714286
C1835,918.172857142857
C2224,629.1700000000001
C2222,426.1685714285714
C2430,792.3166666666666
C2497,484.5825
C1494,828.8000000000001
C1457,519.11
C1525,1061.7876470588235
C1712,525.6400000000001
C2267,1097.9299999999998
C1623,307.0916666666667
C2131,565.26
C2691,1346.55
C1147,727.7728571428571
C1692,1249.9419999999998
C1570,1033.4499999999998
C1474,118.685
C1633,165.14333333333335
C2113,498.02875000000006
C2175,818.285
C2303,1358.5266666666669
C2547,494.345
C2292,878.7
C1496,616.5
C1289,428.976
C1849,730.308
C1003,323.64500000000004
C2268,461.55181818181825
C2551,515.7049999999999
C2688,63.70499999999999
C1030,42.77
C2451,543.4075
C1749,488.4877777777777
C1349,272.5657142857143
C2043,301.24285714285713
C1229,298.91499999999996
C2363,436.60499999999996
C1414,375.26714285714286
C2174,471.026
C2091,139.3
C1841,97.96200000000002
C2404,133.9090909090909
C1683,277.64124999999996
C1038,360.0766666666666
C2456,191.93
C1266,538.8720000000001
C2152,27.235
C1267,422.4345454545455
C2189,288.45500000000004
C2675,0
C2335,0
C1327,0
