code,num
C1072,713.2189190916956
C1128,1245.6844698167001
C1456,639.8873845857107
C1840,548.7427115757644
C1332,1201.743119562975
C1563,1784.4965979453502
C1794,948.550628384172
C1640,332.0541458637227
C1377,330.16365850078853
C2072,270.4281298994434
C1472,483.4260535504527
C1006,157.77442543878183
C1083,344.6931875600427
C1311,317.5842539455945
C2676,192.91692993051424
C2318,244.1261633535388
C1603,449.8789481872365
C2523,377.51991395266083
C2177,186.6805846572046
C2411,520.8001788207833
C2033,153.06756834229674
C1604,374.20150637620327
C2535,502.43258806233075
C1040,506.87268982798935
C2417,337.6776540805399
C1812,140.32834043134451
C2253,125.74072545069394
C1294,477.79252600562387
C1772,381.076670194879
C2646,470.4178339664475
C1152,794.027832001534
C2423,130.8047505907356
C1844,439.7059405217926
C1318,218.95850711456183
C1729,92.3448825683906
C1602,270.2198043091813
C1239,397.63180783356194
C1721,614.9313324918406
C1902,879.526832243319
C1855,334.1902831965238
C2600,461.8499455158616
C1071,425.74555853730635
C2295,430.6656442638463
C1621,481.18473805701035
C1852,662.8746912594847
C2555,1130.5491934889455
C1297,435.5237216092595
C2323,584.8322727187945
C2215,429.6710767120774
C2112,353.91181581968766
C1830,774.5760949176879
C2602,274.2159611830237
C2608,977.1866675341381
C1215,702.4666179941482
C2369,570.7884756293486
C1158,294.957015519766
C1887,385.3191841201553
C1189,245.2701844197281
C1637,328.45568884847916
C1225,89.60317895227139
C2374,448.53328850531324
C2397,559.2251994688457
C1105,917.982746435566
C1782,458.67722001372186
C1629,127.6398865024193
C1708,283.9840057142935
C2144,553.7388998181493
C1617,1000.2142555637611
C1149,541.2275878427652
C1323,418.28598530461204
C1064,765.3395873767744
C1019,308.5068991987139
C2269,600.7382719414089
C1416,703.7051294796346
C1250,799.1952701007218
C1741,391.48574251206855
C1016,750.5740216239763
C2436,578.5352843280741
C2039,998.292330971201
C1253,799.4550664875864
C2028,932.032638834569
C1166,360.04934848575556
C1135,222.71748385843682
C1216,337.516881656843
C1593,205.44599250858553
C1826,262.824490553267
C1827,405.431782223529
C1564,250.5613466632939
C1495,1177.5421699605135
C2653,697.8347611723312
C1392,544.983837822825
C2128,286.6300476743875
C1282,555.6515460951969
C1521,1107.62846182788
C2076,987.6974492802428
C1060,561.9521749391565
C2473,932.5092320635821
C2557,619.7715066052813
C1835,935.0033773866232
C2224,541.5387922303162
C2222,461.99694295461586
C2430,884.892588382757
C2497,440.0659816388834
C1494,921.7191035106349
C1457,495.6884455171135
C1525,1258.3136202936482
C1712,554.8830922394644
C2267,950.1000810105681
C1623,313.9954013606095
C2131,617.0019343607723
C2691,1400.2270274184227
C1147,764.948947708025
C1692,974.5062907211301
C1570,884.0346352645219
C1474,84.45370999004024
C1633,152.4213236729405
C2113,533.776554429343
C2175,888.7399034819949
C2303,1451.9017853196126
C2547,576.5077123927078
C2292,899.6233087904699
C1496,776.0734823831937
C1289,414.54135968278763
C1849,813.8372342037317
C1003,285.28243569481594
C2268,417.69013264728017
C2551,568.5077084926373
C2688,43.20327912064888
C1030,60.97774526803041
C2451,550.1600859411428
C1749,513.5541056300214
C1349,263.4318319217195
C2043,237.60051748992288
C1229,225.6000011601133
C2363,427.70766268230085
C1414,429.04417287034715
C2174,404.18245963936226
C2091,131.95830577830674
C1841,65.2337013117845
C2404,86.61471144804824
C1683,229.41679318061216
C1038,316.9213387806719
C2456,201.85236594199858
C1266,335.0411136159027
C2152,17.577255876134707
C1267,377.7758854357948
C2189,196.62124035705273
C2675,0
C2335,0
C1327,0
